default,revolving_utilization_of_unsecured_lines,age,number_of_time30_59days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90days_late,number_real_estate_loans_or_lines,number_of_time60_89days_past_due_not_worse,number_of_dependents,probability_default,score,decision,risk_band
0,0.0,62,0,0.058098592,3975.0,4,0,0,0,0,0.00861428584185901,991,accept,Medium
0,0.871604036,35,1,0.46355309,7750.0,8,0,2,0,2,0.25870772408495046,741,reject,High
0,0.194983751,66,0,3389.0,5400.0,9,0,2,0,0,0.01289675350935163,987,accept,Medium
0,0.499873424,38,3,0.627945727,4200.0,6,0,1,0,2,0.21349924445835988,787,reject,High
0,0.279039507,44,0,0.425148553,10433.0,13,0,2,0,5,0.023316794251453343,977,accept,Medium
0,0.105232199,54,0,0.224,10374.0,7,0,1,0,2,0.010541306536363426,989,accept,Medium
0,0.785120734,37,0,4376.0,5400.0,12,0,1,0,0,0.07862807304539651,921,reject,High
0,0.217837551,31,0,0.309669033,10000.0,11,0,2,0,0,0.0192688692648766,981,accept,Medium
0,0.244759069,47,0,0.33146493,6600.0,13,0,3,0,5,0.01939381861284194,981,accept,Medium
0,0.9999999,32,0,12.0,5400.0,0,4,0,0,0,0.4800667141715783,520,reject,High
0,0.033484113,43,0,0.096171556,7600.0,16,0,0,0,0,0.014605158040744314,985,accept,Medium
0,0.091295569,61,0,1503.0,5400.0,13,0,1,0,0,0.009957382700247559,990,accept,Medium
0,0.054616998,60,0,0.539520113,5667.0,18,0,1,0,0,0.012438882587327492,988,accept,Medium
0,0.523676746,58,0,0.108925426,3405.0,7,0,0,0,1,0.044765505755854716,955,accept,Medium
0,0.9999999,30,0,293.0,5400.0,5,0,0,0,0,0.1214852057503061,879,reject,High
0,0.0,40,1,197.0,5400.0,18,0,0,0,0,0.05051699917642576,949,reject,High
0,0.9999999,43,0,0.172905743,8200.0,4,0,1,0,2,0.08634392125164031,914,reject,High
0,0.0,68,0,0.717641179,2000.0,6,0,1,0,1,0.009696618060695432,990,accept,Medium
0,0.199626095,39,0,0.195967339,6000.0,8,0,1,0,0,0.015100949256692815,985,accept,Medium
0,0.794806761,54,0,1.676583493,2083.0,10,0,1,0,0,0.09194917006268918,908,reject,High
0,0.699965434,33,0,0.36185855,6800.0,6,0,1,0,1,0.06606250448216802,934,reject,High
0,0.02781651,91,0,58.0,5400.0,4,0,0,0,0,0.0072900014076156105,993,accept,Medium
0,0.000476145,74,0,0.279016141,1300.0,11,0,0,0,0,0.012092747624674775,988,accept,Medium
0,0.410241884,62,0,0.884384384,3995.0,13,0,4,0,1,0.044614860720316576,955,accept,Medium
0,0.065719402,65,0,157.0,5400.0,3,0,0,0,0,0.007817113555937075,992,accept,Medium
0,0.053783202,67,0,0.467451677,4500.0,10,0,3,0,1,0.014099300641205178,986,accept,Medium
0,0.024953533,81,0,0.665793859,4200.0,16,0,2,0,0,0.01103145760156159,989,accept,Medium
0,0.0,50,0,1934.0,5400.0,3,0,1,0,2,0.01113844379764701,989,accept,Medium
0,0.004410143,67,1,0.250747799,11700.0,7,0,2,0,0,0.02264920239375915,977,accept,Medium
0,0.057466954,37,0,55.0,5400.0,5,0,0,0,0,0.011671900054079538,988,accept,Medium
0,0.058716067,79,0,0.104671717,7919.0,10,0,1,0,0,0.00861426559752117,991,accept,Medium
0,0.029561094,82,0,34.0,5400.0,3,0,0,0,0,0.007307831327334451,993,accept,Medium
0,0.153156345,46,0,0.249297095,3200.0,23,0,0,0,0,0.024913213958726987,975,accept,Medium
0,0.031517895,41,0,0.327401753,18600.0,15,0,4,0,0,0.01693103093064765,983,accept,Medium
0,0.03007954,60,0,0.393392841,10866.0,19,0,1,0,1,0.011552620851107136,988,accept,Medium
0,0.282952177,53,0,0.342601061,5466.0,14,0,1,0,1,0.021242975539396376,979,accept,Medium
0,0.00053889,29,0,0.415708183,3042.0,7,0,1,0,0,0.01328665865392303,987,accept,Medium
0,0.014724596,24,0,0.13916289,3750.0,4,0,0,0,0,0.012611862581296391,987,accept,Medium
0,0.011988012,23,0,0.0,864.0,2,0,0,0,0,0.01318038824490432,987,accept,Medium
0,0.9999999,44,0,0.512361915,1900.0,3,0,1,0,1,0.11273055343578563,887,reject,High
0,0.104413748,38,0,0.682972467,3740.0,7,0,2,0,0,0.016528592598432465,983,accept,Medium
0,0.019788081,66,0,653.0,5400.0,13,0,0,0,0,0.009500581565559857,990,accept,Medium
0,0.0,80,0,0.197580242,10000.0,13,0,1,0,0,0.009175807417396053,991,accept,Medium
0,0.181655588,41,1,0.497465017,4930.0,16,0,1,0,0,0.06770567914639045,932,reject,High
0,0.025143567,68,1,0.002756608,12333.0,7,0,0,0,1,0.017066883463132506,983,accept,Medium
0,0.036566057,77,0,65.0,5400.0,4,0,0,0,0,0.0072273193272182285,993,accept,Medium
0,0.030178642,54,0,0.040853252,10500.0,9,0,0,0,2,0.010412301073413234,990,accept,Medium
0,0.306562519,56,1,0.832948526,7362.0,43,0,3,0,0,0.08970606197847711,910,reject,High
0,0.360575274,79,1,0.398769336,11700.0,14,0,1,0,0,0.04703515369629113,953,accept,Medium
0,0.074636193,37,0,0.269040396,6262.0,8,0,2,0,0,0.01120960903521487,989,accept,Medium
0,0.09809515,79,0,0.015197568,6250.0,1,0,0,0,0,0.007164754856680502,993,accept,Medium
0,0.016677624,58,0,385.0,5400.0,7,0,0,0,0,0.009613750682840635,990,accept,Medium
0,0.019646288,27,0,0.009369144,1600.0,12,0,0,0,0,0.01647841342236919,984,accept,Medium
0,0.046387599,41,0,0.32168584,9300.0,8,0,2,0,0,0.01034096041285451,990,accept,Medium
0,0.9999999,64,0,0.471122112,3635.0,5,0,1,0,0,0.04736554194847109,953,accept,Medium
0,0.386884229,68,0,0.308967435,18700.0,9,0,1,0,0,0.014930065854442467,985,accept,Medium
1,0.453716407,47,0,0.382463466,2394.0,4,0,0,0,1,0.037175666917686034,963,accept,Medium
0,0.047632125,78,0,0.262785034,4516.0,16,0,1,0,0,0.010011273683832301,990,accept,Medium
0,0.9999999,47,0,0.206479601,10833.0,3,0,1,0,2,0.07979814691323364,920,reject,High
0,0.9999999,79,0,0.177607464,3000.0,1,0,0,0,0,0.023923611593906623,976,accept,Medium
0,0.106842089,49,0,0.785062367,6573.0,14,0,5,0,0,0.030548667820209693,969,accept,Medium
0,0.007328182,61,0,0.00249975,10000.0,14,0,0,0,1,0.009577123992679093,990,accept,Medium
0,0.114552374,44,0,0.265934066,7279.0,5,0,1,0,0,0.011037461637083506,989,accept,Medium
1,0.9999999,55,0,0.351973684,12159.0,3,2,1,0,0,0.33063552195763435,669,reject,High
0,0.383051173,58,0,1782.0,5400.0,10,0,1,0,0,0.018528507222982313,981,accept,Medium
0,0.454909018,39,0,807.0,5400.0,4,0,0,0,0,0.03049791958665281,970,accept,Medium
0,0.0,35,0,0.08461396,5400.0,5,0,0,0,2,0.01255643757076075,987,accept,Medium
0,0.730186737,40,3,0.385757576,3299.0,12,0,0,0,0,0.33897867917434316,661,reject,High
0,0.817143835,51,0,0.279508166,27000.0,10,0,1,0,4,0.06399660294179021,936,reject,High
0,0.014566947,37,0,855.0,5400.0,14,0,0,0,0,0.015610505314064646,984,accept,Medium
0,0.192693193,63,0,664.0,5400.0,9,0,1,0,5,0.012699567312893293,987,accept,Medium
0,0.0,23,0,0.0,5400.0,2,0,0,0,0,0.013936862454306718,986,accept,Medium
0,0.807154472,71,0,2.504075504,2330.0,7,0,2,0,0,0.045808218228552425,954,accept,Medium
0,0.811654147,65,0,0.85247791,2602.0,15,0,1,0,0,0.08071768618785019,919,reject,High
1,0.9045677,49,2,2.158907165,3586.0,16,0,6,0,0,0.3583859768599635,642,reject,High
0,0.0,51,0,0.215979431,10500.0,13,0,1,0,0,0.011273671396857393,989,accept,Medium
0,0.627894928,50,1,736.0,5400.0,8,0,0,0,0,0.18059141677211346,819,reject,High
0,0.671909117,59,0,0.217397515,7000.0,6,0,0,0,0,0.045245704360933656,955,accept,Medium
0,0.326374761,48,0,0.3825012,8331.0,13,0,2,0,1,0.022843096504248886,977,accept,Medium
0,0.215240012,61,0,0.699600228,1750.0,13,0,1,0,0,0.01974068261754508,980,accept,Medium
0,0.040522078,33,0,0.047454012,3750.0,9,0,0,0,0,0.011936382263813411,988,accept,Medium
0,0.1283144,47,0,0.323425143,11000.0,6,0,1,0,1,0.011858008043536573,988,accept,Medium
0,0.005742693,73,0,0.006498375,4000.0,8,0,0,0,0,0.008115197975426678,992,accept,Medium
0,0.018773891,35,0,0.543829296,1733.0,10,0,2,0,0,0.01561051715296595,984,accept,Medium
0,0.19624643,46,0,14.0,5400.0,1,0,0,0,0,0.015214936328059557,985,accept,Medium
0,0.458363474,48,0,0.524838013,8333.0,12,0,2,0,3,0.052653422766368224,947,reject,High
0,0.732342411,67,5,0.876435008,8100.0,14,0,3,3,0,0.2721079479964641,728,reject,High
0,0.038778214,53,0,0.6324398,2200.0,11,0,1,0,3,0.014926694087914773,985,accept,Medium
0,0.465951411,74,0,0.329311379,15000.0,23,0,2,0,0,0.022672280153744756,977,accept,Medium
0,0.023839046,64,0,0.896023927,5683.0,7,0,3,0,2,0.014966425956544476,985,accept,Medium
0,0.566762216,57,0,0.466075949,3949.0,4,0,1,0,0,0.044828967851176016,955,accept,Medium
0,0.06544298,79,0,0.014397121,5000.0,6,0,0,0,0,0.007375006583372808,993,accept,Medium
0,0.01725665,74,0,18.0,5400.0,1,0,0,0,0,0.00691434814386923,993,accept,Medium
0,0.112120452,62,0,0.359852169,5140.0,8,0,1,0,0,0.00996048150510918,990,accept,Medium
0,0.0,24,0,0.0,5400.0,1,0,0,0,0,0.012676861436288043,987,accept,Medium
0,0.698865747,36,0,739.0,5400.0,3,0,0,0,0,0.0828868385053194,917,reject,High
0,0.007195496,82,0,0.003085362,2916.0,3,0,0,0,0,0.007512694403850147,992,accept,Medium
0,0.419920658,47,2,0.444292081,8750.0,10,0,1,0,1,0.1466133784967495,853,reject,High
0,0.0,63,0,0.0,10500.0,6,0,0,0,0,0.007678360164834074,992,accept,Medium
0,0.939790717,47,1,7085.0,5400.0,17,0,3,0,4,0.14062362006659634,859,reject,High
0,0.37613736,49,0,0.455862257,3658.0,10,0,1,0,0,0.028359738900043056,972,accept,Medium
0,0.143265248,56,0,0.113349046,9333.0,8,0,1,0,0,0.011671730435640005,988,accept,Medium
0,0.827528745,34,1,0.471306923,2700.0,6,0,1,0,2,0.26843950169309627,732,reject,High
0,0.000909067,67,0,0.188981102,10000.0,7,0,2,0,0,0.00808832566873706,992,accept,Medium
0,0.9999999,60,0,0.198521647,10416.0,4,2,1,0,2,0.3073989427185249,693,reject,High
0,0.173767724,62,0,0.4619868,11666.0,21,0,3,0,1,0.017408795840750856,983,accept,Medium
0,0.000262387,65,0,0.08459577,6666.0,8,0,0,0,1,0.008542977647180733,991,accept,Medium
0,0.035142621,59,0,29.0,5400.0,4,0,0,0,0,0.008696574615049218,991,accept,Medium
0,0.9999999,33,0,0.0,3070.0,0,0,0,0,0,0.1944419271590926,806,reject,High
0,0.074383397,35,0,881.0,5400.0,8,0,1,0,0,0.013029125999916069,987,accept,Medium
0,0.022819571,48,0,0.314259345,6500.0,14,0,3,0,2,0.013067885206512425,987,accept,Medium
0,0.9999999,42,0,0.223709553,10383.0,2,0,1,0,0,0.08024324068835095,920,reject,High
0,0.0,45,0,0.0,9274.0,3,0,0,0,4,0.010829045987838643,989,accept,Medium
0,0.501452468,49,0,0.685105418,4410.0,15,0,1,0,2,0.07886613328760178,921,reject,High
0,0.040054205,34,0,0.203980802,7083.0,25,0,1,0,0,0.015606462340377755,984,accept,Medium
0,0.816323739,73,4,0.430905378,2937.0,12,0,1,0,0,0.25680484827432104,743,reject,High
0,0.526616081,46,0,0.358412951,7535.0,6,0,0,0,4,0.047360004185478116,953,accept,Medium
0,0.226994721,41,0,0.566492385,4398.0,7,0,2,0,2,0.02510098714974534,975,accept,Medium
0,0.801099966,41,0,0.26397067,18001.0,8,0,1,0,2,0.062038612613610045,938,reject,High
0,0.9999999,26,0,182.0,5400.0,3,0,0,0,0,0.12636216647066334,874,reject,High
1,1.048790242,28,3,0.439531285,4522.0,7,0,1,1,0,0.4799385355967898,520,reject,High
0,0.050276232,82,0,76.0,5400.0,6,0,0,0,0,0.007464261190908202,993,accept,Medium
1,0.397881064,67,0,0.257214269,4400.0,7,1,1,0,0,0.23524298192236504,765,reject,High
1,0.9999999,48,0,0.191956124,4375.0,4,0,0,0,1,0.11471447873076841,885,reject,High
0,0.015284623,59,0,1284.0,5400.0,5,0,1,0,3,0.008974875594302153,991,accept,Medium
0,0.9999999,66,0,0.169845595,1100.0,2,0,0,0,0,0.04406703021153849,956,accept,Medium
0,0.971650709,63,0,0.169530575,10416.0,6,0,0,0,0,0.041936529586098184,958,accept,Medium
0,0.9999999,28,0,0.0,4400.0,1,0,0,0,3,0.19265993550078692,807,reject,High
0,0.036720182,50,0,0.002374703,8000.0,1,0,0,0,2,0.010779208723159642,989,accept,Medium
0,0.226837292,67,0,0.7760752,7765.0,13,0,5,0,1,0.02702166673794012,973,accept,Medium
1,0.29162816,52,1,0.261820454,4800.0,7,0,1,0,0,0.07850792074348835,921,reject,High
1,0.407626126,49,0,0.832055981,3000.0,11,0,1,0,0,0.04738886152043585,953,accept,Medium
0,0.460194912,33,0,0.294396552,9279.0,12,0,1,0,1,0.04353226687501012,956,accept,Medium
0,0.019285677,58,4,0.238437735,11956.0,14,0,2,0,0,0.04996269506387674,950,accept,Medium
0,0.612295676,42,0,0.435856917,6960.0,11,0,2,0,2,0.06806290989029633,932,reject,High
0,0.0,61,0,0.192277725,11550.0,10,0,1,0,1,0.009282531291041278,991,accept,Medium
0,0.0,56,0,1310.0,5400.0,6,0,1,0,5,0.010248388032771377,990,accept,Medium
0,0.057588482,60,0,0.067109544,7375.0,3,0,0,0,0,0.008521209039887182,991,accept,Medium
0,0.020268265,60,0,42.0,0.0,12,0,0,0,1,0.013232314605663802,987,accept,Medium
0,0.00960301,34,0,0.190311419,2311.0,6,0,0,0,0,0.011500448187806189,988,accept,Medium
0,0.262962598,62,0,0.502122946,5416.0,15,0,1,0,1,0.016640168811551698,983,accept,Medium
0,0.340641175,41,0,0.74022496,5600.0,6,0,3,0,2,0.04062866094254372,959,accept,Medium
0,0.048814931,69,0,911.0,5400.0,6,0,1,0,0,0.007540636608469707,992,accept,Medium
1,0.429285357,25,0,0.20979021,1000.0,4,0,0,0,0,0.03116232145500584,969,accept,Medium
0,0.734306801,65,0,1512.0,5400.0,13,0,0,0,0,0.043486564153936216,957,accept,Medium
0,0.020774597,62,0,0.170643914,7500.0,17,0,1,0,0,0.010125129742916902,990,accept,Medium
0,0.251676405,33,0,0.402903274,6750.0,11,0,2,0,4,0.025385680768333092,975,accept,Medium
0,0.9999999,51,0,0.038248529,17333.0,1,0,0,0,0,0.13527226339642945,865,reject,High
0,0.153049918,50,0,0.326967402,3036.0,5,0,1,0,0,0.01429838593196441,986,accept,Medium
1,0.9999999,44,0,2599.0,5400.0,2,2,1,0,3,0.2928142703205411,707,reject,High
1,0.509778327,43,0,0.318693779,13228.0,7,0,2,0,2,0.0383198817263178,962,accept,Medium
1,0.6679353,52,0,0.404119964,3300.0,4,0,1,1,2,0.21151104890866207,788,reject,High
0,0.450509898,50,0,0.705779716,4584.0,4,0,1,0,2,0.03735257804651575,963,accept,Medium
1,0.238778231,33,0,0.054103904,3252.0,4,0,0,0,3,0.01888232198241086,981,accept,Medium
0,0.008374791,66,0,0.729454109,3333.0,7,0,1,0,0,0.009886128078653515,990,accept,Medium
0,0.9999999,36,0,1.112754898,2500.0,3,0,1,0,0,0.11470918541774205,885,reject,High
0,0.047331899,57,0,0.006813805,6750.0,5,0,0,0,0,0.008563445432249895,991,accept,Medium
0,0.535590175,38,1,0.395949254,4492.0,7,0,1,0,2,0.12219324865730319,878,reject,High
0,0.626474705,46,0,0.383092155,2625.0,5,0,1,0,2,0.06758377655524353,932,reject,High
0,0.056394037,31,0,1940.0,5400.0,15,0,1,0,0,0.019872886991873305,980,accept,Medium
1,0.9999999,28,0,0.048694425,2833.0,2,2,0,1,0,0.5093479815022546,491,reject,High
0,0.002846674,60,0,0.220868479,3200.0,11,0,1,0,0,0.010424749780904208,990,accept,Medium
0,0.004269067,46,0,0.001171417,2560.0,5,0,0,0,0,0.01022224274663774,990,accept,Medium
0,0.534070679,36,0,2423.0,5400.0,9,0,2,0,0,0.0520294851749257,948,reject,High
0,0.340103099,60,0,0.028270988,5800.0,3,0,0,0,0,0.016144901744471772,984,accept,Medium
0,0.002227106,55,0,0.39437658,9495.0,10,0,1,0,0,0.010695274612647078,989,accept,Medium
0,0.9999999,57,0,3810.0,5400.0,2,0,1,0,0,0.037808822154562195,962,accept,Medium
0,0.027646203,39,0,0.51508399,5833.0,5,0,1,0,1,0.013400083004522393,987,accept,Medium
0,0.9999999,41,0,0.260601915,11695.0,5,0,2,0,1,0.07444086384034695,926,reject,High
0,0.366189754,44,0,0.296780574,9100.0,7,0,1,0,4,0.020824037044820914,979,accept,Medium
0,0.16131085,37,0,0.359305363,6506.0,6,0,1,0,0,0.0151876673704242,985,accept,Medium
0,0.180672773,51,0,0.334490239,6914.0,13,0,1,0,2,0.017043725908087733,983,accept,Medium
0,0.243372968,54,0,0.27796034,8824.0,4,0,1,0,2,0.01375848650962003,986,accept,Medium
0,0.050381739,69,0,653.0,5400.0,8,0,0,0,0,0.008331179203758471,992,accept,Medium
0,0.727670753,45,3,0.18462523,12500.0,5,0,2,0,0,0.18255621767814953,817,reject,High
0,0.452706878,41,0,0.553555806,8000.0,8,0,2,0,2,0.0408738409209422,959,accept,Medium
0,0.090172356,41,0,0.330457645,12170.0,7,0,1,0,2,0.011406165017520235,989,accept,Medium
0,0.061571881,72,1,101.0,5400.0,9,0,0,0,0,0.04107232857280618,959,accept,Medium
0,0.423973159,43,0,0.22154584,5420.0,7,0,0,0,3,0.03139646937179336,969,accept,Medium
0,0.0,88,0,0.0,5038.0,3,0,0,0,0,0.007285538136772476,993,accept,Medium
0,0.066146693,54,0,0.130836297,17433.0,4,0,2,0,1,0.009049978464477384,991,accept,Medium
0,0.069389734,53,0,245.0,5400.0,8,0,0,0,0,0.011289727865654634,989,accept,Medium
0,0.008516798,60,0,0.006537474,4282.0,5,0,0,0,0,0.008086628004364724,992,accept,Medium
0,0.004716075,58,0,0.958847737,1700.0,25,0,2,0,0,0.014306961320933856,986,accept,Medium
0,0.069134015,49,0,0.27696793,2400.0,6,0,0,0,1,0.012103941685511248,988,accept,Medium
0,0.027256155,36,0,1695.0,0.0,7,0,1,0,3,0.014731046296955989,985,accept,Medium
0,0.008494387,63,0,0.233739489,5826.0,17,0,1,0,1,0.010737532736590836,989,accept,Medium
0,0.031410969,79,0,9.0,5400.0,1,0,0,0,0,0.00701275816383363,993,accept,Medium
0,0.9999999,72,0,0.147812807,9166.0,5,0,1,0,0,0.03149334755176741,969,accept,Medium
1,1.027486257,56,2,3716.0,5400.0,7,0,1,1,0,0.48105969166540596,519,reject,High
0,0.045199511,58,0,0.194737891,5016.0,18,0,0,0,2,0.012678336809985008,987,accept,Medium
0,0.195073588,50,0,0.594119635,5917.0,23,0,1,0,2,0.030252002852579604,970,accept,Medium
0,0.211765378,61,0,0.268756423,3891.0,7,0,2,0,0,0.012285658185949021,988,accept,Medium
0,0.138227877,52,0,0.35078007,5960.0,6,0,1,0,0,0.012479382718968122,988,accept,Medium
0,0.9999999,30,0,0.039686202,6500.0,3,0,0,0,0,0.12173655013398368,878,reject,High
0,0.069784397,31,0,0.311555339,2050.0,9,0,0,1,1,0.056623334743726786,943,reject,High
0,0.392866277,42,0,5671.0,5400.0,18,0,2,0,0,0.03304624357698967,967,accept,Medium
0,0.740301293,52,0,0.27765237,3100.0,3,0,1,0,0,0.06281855408575578,937,reject,High
0,0.9999999,39,0,2.966793169,4215.0,4,0,3,0,0,0.11348974659262406,887,reject,High
1,0.703338392,64,2,1.250323057,5416.0,6,0,2,1,0,0.33217680218393797,668,reject,High
0,0.049073148,33,0,0.030295914,8515.0,5,0,0,0,0,0.010163179815263833,990,accept,Medium
0,0.009701715,42,0,1700.0,5400.0,5,0,1,0,0,0.01043626828645736,990,accept,Medium
0,0.0,60,0,0.383766429,9966.0,3,0,2,0,0,0.008848549714951961,991,accept,Medium
0,0.10828227,28,0,0.203129528,3450.0,7,0,0,0,0,0.01616714307632321,984,accept,Medium
0,0.009974751,81,0,0.096980604,5000.0,10,0,0,0,0,0.009267777174175353,991,accept,Medium
0,0.022786749,76,0,2748.0,5400.0,5,0,1,0,0,0.007534314598940872,992,accept,Medium
0,0.109444596,69,0,363.0,5400.0,9,0,0,0,0,0.00972316049725434,990,accept,Medium
0,0.464798122,55,0,0.30296827,12700.0,8,0,2,0,4,0.025323863428659638,975,accept,Medium
0,0.205343573,50,0,0.452903048,7250.0,4,0,2,0,0,0.015204063203557366,985,accept,Medium
0,0.375439361,58,0,0.495377338,4650.0,13,0,2,0,1,0.026506117859036248,973,accept,Medium
0,0.059427046,66,0,0.078285182,2145.0,9,0,1,0,0,0.010574671651374472,989,accept,Medium
0,0.773597,40,0,0.39382896,4115.0,10,0,0,0,1,0.09530896565867938,905,reject,High
0,0.281157295,69,0,0.059985718,4200.0,3,0,0,0,0,0.01038653116587962,990,accept,Medium
0,0.9999999,23,0,0.0,864.0,1,0,0,0,0,0.10136810085864964,899,reject,High
0,0.211954758,31,0,2734.0,0.0,9,0,1,0,1,0.025808636202531723,974,accept,Medium
0,0.000185107,49,0,0.317834742,7333.0,24,0,1,0,2,0.014004020869970704,986,accept,Medium
0,0.260486762,72,0,0.247796786,3857.0,6,0,1,0,0,0.010387140774414355,990,accept,Medium
1,0.025301651,39,0,0.285174297,50000.0,15,0,5,0,2,0.038837202474948894,961,accept,Medium
0,0.045926651,63,0,0.023990404,2500.0,11,0,0,0,0,0.01103861340052726,989,accept,Medium
0,0.003695492,59,0,13.0,5400.0,3,0,0,0,0,0.0088996507681964,991,accept,Medium
0,0.019241833,65,0,1723.0,5400.0,11,0,1,0,0,0.009213103285828712,991,accept,Medium
0,0.542686894,77,0,0.43822471,2500.0,4,0,0,0,0,0.03304411598588267,967,accept,Medium
0,0.197076058,61,0,0.255477558,4700.0,7,0,1,0,0,0.011562602295297136,988,accept,Medium
0,0.323775915,52,3,0.209399217,12000.0,12,0,1,0,0,0.11275322797837636,887,reject,High
0,0.008522369,63,0,2307.0,5400.0,8,0,2,0,0,0.008653051072592111,991,accept,Medium
0,0.005211282,56,0,0.006817366,2786.0,27,0,0,0,0,0.014112860959493916,986,accept,Medium
0,0.002590539,63,0,1.0,5400.0,5,0,0,0,0,0.00865712739871571,991,accept,Medium
0,0.117534068,42,0,0.683063387,5000.0,25,0,2,0,2,0.029624547857200263,970,accept,Medium
0,0.037867442,57,0,0.29908865,6034.0,15,0,1,0,1,0.011935649815823542,988,accept,Medium
0,0.0,64,0,0.137954015,3000.0,6,0,0,0,0,0.009166980928185589,991,accept,Medium
0,0.0,42,0,0.353563867,2833.0,9,0,1,0,0,0.012430059675502498,988,accept,Medium
0,0.022128721,69,1,0.367008682,3800.0,13,0,1,0,1,0.039843847660157986,960,accept,Medium
0,0.155824676,53,0,0.317170707,4000.0,7,0,0,0,1,0.017407900571953544,983,accept,Medium
0,0.064670101,58,0,0.617654291,12200.0,21,0,5,0,2,0.020199139227251313,980,accept,Medium
0,0.264069628,39,0,0.353753372,6300.0,16,0,1,0,1,0.02767443476223827,972,accept,Medium
0,0.379554982,23,0,0.011662779,3000.0,3,0,0,0,0,0.026013762056277125,974,accept,Medium
0,0.725151657,44,0,0.318068193,10000.0,7,0,2,0,2,0.05416029816861965,946,reject,High
0,0.20367241,38,0,0.276107595,7583.0,17,0,2,0,0,0.021462822505351167,979,accept,Medium
0,0.0,43,0,0.230635461,13800.0,6,0,1,0,2,0.01025222203420387,990,accept,Medium
0,0.717234483,52,0,0.641108421,3716.0,9,0,1,0,3,0.09579059728592823,904,reject,High
0,0.01949805,58,0,0.457066932,12041.0,7,0,3,0,1,0.011920664402077034,988,accept,Medium
0,0.101869294,57,0,1292.0,5400.0,9,0,1,0,0,0.01077649306474467,989,accept,Medium
1,1.14122644,31,1,0.130697674,4299.0,5,0,0,0,0,0.34643098732821825,654,reject,High
0,0.968561258,49,0,0.133397313,8335.0,4,0,0,1,1,0.30706286082990164,693,reject,High
0,0.026706439,44,0,0.3535459,12450.0,12,0,4,0,0,0.013494480797061687,987,accept,Medium
0,0.06917806,51,0,1431.0,5400.0,10,0,2,0,0,0.011633253599970143,988,accept,Medium
0,0.004096509,44,0,2263.0,5400.0,13,0,2,0,0,0.013809486683532796,986,accept,Medium
0,0.088186277,50,0,0.135769106,9250.0,4,0,1,0,4,0.010127951460516375,990,accept,Medium
0,0.007880456,81,0,0.004612409,6720.0,11,0,0,0,0,0.008792083570342108,991,accept,Medium
0,0.023445137,46,0,0.113932898,8583.0,8,0,1,0,3,0.009914225205886818,990,accept,Medium
0,0.122821683,65,0,0.159632626,9145.0,12,0,0,0,0,0.010953792584848836,989,accept,Medium
0,0.779638267,49,0,0.4329041,5901.0,12,0,2,0,3,0.09721969073073672,903,reject,High
0,0.779291553,38,0,0.243930306,3500.0,3,0,0,3,2,0.2918885939037149,708,reject,High
0,0.000428952,60,0,0.323648912,17966.0,15,0,3,0,0,0.010517240260255037,989,accept,Medium
0,0.9999999,41,0,30.0,5400.0,1,1,0,0,0,0.44660377844730637,553,reject,High
1,0.824691932,41,2,0.717588254,3200.0,5,0,1,0,3,0.347548273400513,652,reject,High
0,0.001798079,47,0,0.011747063,4000.0,9,0,0,0,0,0.010758659607301414,989,accept,Medium
0,0.036799225,61,0,0.107986502,8000.0,6,0,1,0,0,0.007938811349442397,992,accept,Medium
0,0.027606785,74,0,0.0029997,10000.0,5,0,0,0,0,0.007210587634041873,993,accept,Medium
0,0.000209874,79,0,0.0,10241.0,13,0,0,0,1,0.008964617056572213,991,accept,Medium
0,0.10891952,54,0,0.008727183,16270.0,6,0,0,0,0,0.011092449670961003,989,accept,Medium
0,0.048418673,51,0,0.356153219,7361.0,12,0,1,0,2,0.012610768385545805,987,accept,Medium
1,1.062583222,38,4,0.141199226,516.0,4,7,0,0,0,0.4163173111336833,584,reject,High
0,0.01731878,81,0,0.114844018,5833.0,14,0,1,0,0,0.009260717721944532,991,accept,Medium
0,0.10994004,54,0,0.574071835,8268.0,20,0,1,0,0,0.01872188582523565,981,accept,Medium
0,0.001043597,85,0,2351.0,5400.0,10,0,1,0,0,0.009101319888727446,991,accept,Medium
0,0.044225262,44,1,0.447692811,9166.0,7,0,5,0,0,0.05613981938987975,944,reject,High
0,0.0,42,0,1.544712846,6250.0,13,0,2,0,3,0.02086978431447925,979,accept,Medium
0,0.066535781,65,0,92.0,5400.0,9,0,0,0,0,0.009560132602623173,990,accept,Medium
0,0.363663634,73,0,0.030193906,3609.0,5,0,0,0,0,0.014423276051549116,986,accept,Medium
0,0.021773491,63,0,0.004481712,6916.0,8,0,0,0,0,0.008077753408231119,992,accept,Medium
0,0.031041263,53,0,0.265553172,6525.0,13,0,2,0,3,0.012067061512196737,988,accept,Medium
0,0.763236763,27,2,0.070806869,4250.0,5,0,0,0,1,0.28927124405461946,711,reject,High
0,0.632640914,52,5,0.403823178,10043.0,15,1,2,0,0,0.4253791393554468,575,reject,High
0,0.005630134,46,0,3854.0,5400.0,9,0,1,0,0,0.011788821057465669,988,accept,Medium
0,0.392605964,31,0,0.588401365,8500.0,17,0,1,0,0,0.043875211217497524,956,accept,Medium
0,0.085871422,65,0,0.269365317,2000.0,7,0,1,0,0,0.009554784127045076,990,accept,Medium
